studyTitle,studyYear,studyJournal,studyVolume,studyPages,eventDate,eventYear,eventLocation.country,eventLocation.degreesLat,eventLocation.minutesLat,eventLocation.secondsLat,eventLocation.degreesLon,eventLocation.minutesLon,eventLocation.secondsLon,lat,long,vertebrateClass,speciesName,Egg,Larva,Juvenile,Adult,speciesAffectedType,populationType,screeningReason,numInvolved,totalAnimalsTested,totalAnimalsConfirmedInfected,totalAnimalsConfirmedDiseased,Isolation,EM,PCR,qPCR,Sequencing,genBankAccessionNumbers,ranaSpecies,Year,speciesGenus,Genus,Order,Family
Disease dynamics of red-spotted newts and thier anuran prey in a montane pond community,2016,Diseases of Aquatic Organsisms,118,113-127,11/01/2008,2008,USA,34,59,27.6,-83,33,25.2,34.991,-83.557,amphibian,Lithobates calmitans,0,1,0,0,native,wild,routine,NA,2,0,NA,0,0,1,1,0,NA,NA,2008,Lithobates,Rana,Anura,Ranidae
Disease dynamics of red-spotted newts and thier anuran prey in a montane pond community,2016,Diseases of Aquatic Organsisms,118,113-127,02/01/2009,2009,USA,34,59,27.6,-83,33,25.2,34.991,-83.557,amphibian,Lithobates catesbieanus,0,1,0,0,native,wild,routine,NA,3,0,NA,0,0,1,1,0,NA,NA,2009,Lithobates,Rana,Anura,Ranidae
Disease dynamics of red-spotted newts and thier anuran prey in a montane pond community,2016,Diseases of Aquatic Organsisms,118,113-127,02/01/2009,2009,USA,34,59,27.6,-83,33,25.2,34.991,-83.557,amphibian,Lithobates calmitans,0,1,0,0,native,wild,routine,NA,1,0,NA,0,0,1,1,0,NA,NA,2009,Lithobates,Rana,Anura,Ranidae
Disease dynamics of red-spotted newts and thier anuran prey in a montane pond community,2016,Diseases of Aquatic Organsisms,118,113-127,03/01/2009,2009,USA,34,59,27.6,-83,33,25.2,34.991,-83.557,amphibian,Lithobates calmitans,0,1,0,0,native,wild,routine,NA,1,0,NA,0,0,1,1,0,NA,NA,2009,Lithobates,Rana,Anura,Ranidae
Disease dynamics of red-spotted newts and thier anuran prey in a montane pond community,2016,Diseases of Aquatic Organsisms,118,113-127,03/01/2009,2009,USA,34,59,27.6,-83,33,25.2,34.991,-83.557,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,routine,NA,20,1,NA,0,0,1,1,0,NA,NA,2009,Lithobates,Rana,Anura,Ranidae
Disease dynamics of red-spotted newts and thier anuran prey in a montane pond community,2016,Diseases of Aquatic Organsisms,118,113-127,04/01/2009,2009,USA,34,59,27.6,-83,33,25.2,34.991,-83.557,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,routine,NA,10,4,NA,0,0,1,1,0,NA,NA,2009,Lithobates,Rana,Anura,Ranidae
Disease dynamics of red-spotted newts and thier anuran prey in a montane pond community,2016,Diseases of Aquatic Organsisms,118,113-127,05/01/2009,2009,USA,34,59,27.6,-83,33,25.2,34.991,-83.557,amphibian,Lithobates calmitans,0,1,0,0,native,wild,routine,NA,12,1,NA,0,0,1,1,0,NA,NA,2009,Lithobates,Rana,Anura,Ranidae
Disease dynamics of red-spotted newts and thier anuran prey in a montane pond community,2016,Diseases of Aquatic Organsisms,118,113-127,05/01/2009,2009,USA,34,59,27.6,-83,33,25.2,34.991,-83.557,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,routine,NA,38,20,NA,0,0,1,1,0,NA,NA,2009,Lithobates,Rana,Anura,Ranidae
Disease dynamics of red-spotted newts and thier anuran prey in a montane pond community,2016,Diseases of Aquatic Organsisms,118,113-127,07/01/2009,2009,USA,34,59,27.6,-83,33,25.2,34.991,-83.557,amphibian,Hyla chrysoscelis,0,1,0,0,native,wild,routine,NA,9,8,NA,0,0,1,1,0,NA,NA,2009,Hyla,Hyla,Anura,Hylidae
Disease dynamics of red-spotted newts and thier anuran prey in a montane pond community,2016,Diseases of Aquatic Organsisms,118,113-127,08/01/2009,2009,USA,34,59,27.6,-83,33,25.2,34.991,-83.557,amphibian,Lithobates catesbieanus,0,1,0,0,native,wild,routine,NA,20,0,NA,0,0,1,1,0,NA,NA,2009,Lithobates,Rana,Anura,Ranidae
Disease dynamics of red-spotted newts and thier anuran prey in a montane pond community,2016,Diseases of Aquatic Organsisms,118,113-127,08/01/2009,2009,USA,34,59,27.6,-83,33,25.2,34.991,-83.557,amphibian,Lithobates calmitans,0,1,0,0,native,wild,routine,NA,22,2,NA,0,0,1,1,0,NA,NA,2009,Lithobates,Rana,Anura,Ranidae
Disease dynamics of red-spotted newts and thier anuran prey in a montane pond community,2016,Diseases of Aquatic Organsisms,118,113-127,03/01/2010,2010,USA,34,59,27.6,-83,33,25.2,34.991,-83.557,amphibian,Lithobates calmitans,0,1,0,0,native,wild,routine,NA,1,1,NA,0,0,1,1,0,NA,NA,2010,Lithobates,Rana,Anura,Ranidae
Disease dynamics of red-spotted newts and thier anuran prey in a montane pond community,2016,Diseases of Aquatic Organsisms,118,113-127,04/01/2010,2010,USA,34,59,27.6,-83,33,25.2,34.991,-83.557,amphibian,Lithobates calmitans,0,1,0,0,native,wild,routine,NA,21,2,NA,0,0,1,1,0,NA,NA,2010,Lithobates,Rana,Anura,Ranidae
Disease dynamics of red-spotted newts and thier anuran prey in a montane pond community,2016,Diseases of Aquatic Organsisms,118,113-127,05/01/2010,2010,USA,34,59,27.6,-83,33,25.2,34.991,-83.557,amphibian,Lithobates catesbieanus,0,1,0,0,native,wild,routine,NA,24,0,NA,0,0,1,1,0,NA,NA,2010,Lithobates,Rana,Anura,Ranidae
Disease dynamics of red-spotted newts and thier anuran prey in a montane pond community,2016,Diseases of Aquatic Organsisms,118,113-127,05/01/2010,2010,USA,34,59,27.6,-83,33,25.2,34.991,-83.557,amphibian,Lithobates calmitans,0,1,0,0,native,wild,routine,NA,20,2,NA,0,0,1,1,0,NA,NA,2010,Lithobates,Rana,Anura,Ranidae
Disease dynamics of red-spotted newts and thier anuran prey in a montane pond community,2016,Diseases of Aquatic Organsisms,118,113-127,06/01/2010,2010,USA,34,59,27.6,-83,33,25.2,34.991,-83.557,amphibian,Hyla chrysoscelis,0,1,0,0,native,wild,routine,NA,24,0,NA,0,0,1,1,0,NA,NA,2010,Hyla,Hyla,Anura,Hylidae
"Complete genome sequence of Frog Virus 3, isolated from a strawberry poison frog (Oophaga pumilio) imported from Niaragua into the Netherlands",2017,Genome Annoucements,5,e00863-17,01/01/2015,2015,Netherlands,52,5,26.52,5,7,17.04,52.0907,5.1214,amphibian,Oophaga pumilio,0,0,0,1,introduced,zoological,mortality,NA,2,2,NA,1,0,1,0,1,MF360246.1,FV3,2015,Oophaga,Oophaga,Anura,Dendrobatidae
Xenopus laevis and emerging amphibian pathogens in Chile,2016,EcoHealth,13,775-783,01/01/2012,2012,Chile,33,29,40,-70,49,47,33.49444444,-70.82972222,amphibian,Xenopus laevis,0,0,0,1,introduced,wild,routine,NA,24,4,NA,0,0,1,0,1,NA,NA,2012,Xenopus,Xenopus,Anura,Pipidae
Xenopus laevis and emerging amphibian pathogens in Chile,2016,EcoHealth,13,775-783,01/01/2012,2012,Chile,33,30,18,-71,36,31,33.505,-71.60861111,amphibian,Xenopus laevis,0,0,0,1,introduced,wild,routine,NA,79,0,NA,0,0,1,0,1,NA,NA,2012,Xenopus,Xenopus,Anura,Pipidae
Xenopus laevis and emerging amphibian pathogens in Chile,2016,EcoHealth,13,775-783,01/01/2012,2012,Chile,33,30,18,-71,36,31,33.505,-71.60861111,amphibian,Pleurodema thaul,0,0,0,1,native,wild,mortality,NA,2,0,NA,0,0,1,0,1,NA,NA,2012,Pleurodema,Pleurodema,Anura,Leptodactylidae
Xenopus laevis and emerging amphibian pathogens in Chile,2016,EcoHealth,13,775-783,01/01/2012,2012,Chile,33,41,5,-70,54,28,33.68472222,-70.90777778,amphibian,Xenopus laevis,0,0,0,1,introduced,wild,routine,NA,40,3,NA,0,0,1,0,1,NA,NA,2012,Xenopus,Xenopus,Anura,Pipidae
Xenopus laevis and emerging amphibian pathogens in Chile,2016,EcoHealth,13,775-783,01/01/2012,2012,Chile,33,41,5,-70,54,28,33.68472222,-70.90777778,amphibian,Calyptocephalella gayi,0,0,0,1,native,wild,mortality,NA,1,1,NA,0,0,1,0,1,NA,NA,2012,Calyptocephalella,Calyptocephalella,Anura,Calyptocephalellidae
Xenopus laevis and emerging amphibian pathogens in Chile,2016,EcoHealth,13,775-783,01/01/2012,2012,Chile,33,50,56,-71,47,11,33.84888889,-71.78638889,amphibian,Xenopus laevis,0,0,0,1,introduced,wild,routine,NA,8,0,NA,0,0,1,0,1,NA,NA,2012,Xenopus,Xenopus,Anura,Pipidae
Xenopus laevis and emerging amphibian pathogens in Chile,2016,EcoHealth,13,775-783,01/01/2012,2012,Chile,35,26,45,-71,42,10,35.44583333,-71.70277778,amphibian,Xenopus laevis,0,0,0,1,introduced,wild,routine,NA,24,0,NA,0,0,1,0,1,NA,NA,2012,Xenopus,Xenopus,Anura,Pipidae
Xenopus laevis and emerging amphibian pathogens in Chile,2016,EcoHealth,13,775-783,01/01/2012,2012,Chile,35,55,57,-71,34,57,35.9325,-71.5825,amphibian,Calyptocephalella gayi,0,0,0,1,native,production,routine,NA,8,0,NA,0,0,1,0,1,NA,NA,2012,Calyptocephalella,Calyptocephalella,Anura,Calyptocephalellidae
Xenopus laevis and emerging amphibian pathogens in Chile,2016,EcoHealth,13,775-783,01/01/2012,2012,Chile,37,49,46,-73,9,49,37.82944444,-73.16361111,amphibian,Telmatobufo bulloki,0,0,0,1,native,wild,mortality,NA,1,0,NA,0,0,1,0,1,NA,NA,2012,Telmatobufo,Telmatobufo,Anura,Calyptocephalellidae
Magnitude of the US trade in amphbians and presence of Batrachochytrium dendrobatidis and ranavirus infection in imported North American bullfrogs (Rana catesbieana),2009,Biological Conservation,142,1420-1426,01/12/2005,2005,USA,40,42,46.08,-74,0,21.6,40.7128,-74.006,amphibian,Rana catesbieana,0,0,0,1,introduced,production,routine,NA,40,0,NA,0,0,1,0,1,NA,NA,2005,Rana,Rana,Anura,Ranidae
Magnitude of the US trade in amphbians and presence of Batrachochytrium dendrobatidis and ranavirus infection in imported North American bullfrogs (Rana catesbieana),2009,Biological Conservation,142,1420-1426,01/01/2006,2006,USA,40,42,46.08,-74,0,21.6,40.7128,-74.006,amphibian,Rana catesbieana,0,0,0,1,introduced,production,routine,NA,44,9,NA,0,0,1,0,1,NA,NA,2006,Rana,Rana,Anura,Ranidae
Magnitude of the US trade in amphbians and presence of Batrachochytrium dendrobatidis and ranavirus infection in imported North American bullfrogs (Rana catesbieana),2009,Biological Conservation,142,1420-1426,01/01/2006,2006,USA,40,42,46.08,-74,0,21.6,40.7128,-74.006,amphibian,Rana catesbieana,0,0,0,1,introduced,production,routine,NA,28,2,NA,0,0,1,0,1,NA,NA,2006,Rana,Rana,Anura,Ranidae
Magnitude of the US trade in amphbians and presence of Batrachochytrium dendrobatidis and ranavirus infection in imported North American bullfrogs (Rana catesbieana),2009,Biological Conservation,142,1420-1426,01/01/2006,2006,USA,37,46,29.64,-122,25,9.84,37.7749,-122.4194,amphibian,Rana catesbieana,0,0,0,1,introduced,production,routine,NA,79,0,NA,0,0,1,0,1,NA,NA,2006,Rana,Rana,Anura,Ranidae
Magnitude of the US trade in amphbians and presence of Batrachochytrium dendrobatidis and ranavirus infection in imported North American bullfrogs (Rana catesbieana),2009,Biological Conservation,142,1420-1426,01/01/2006,2006,USA,34,3,7.92,-118,14,37.32,34.0522,-118.2437,amphibian,Rana catesbieana,0,0,0,1,introduced,production,routine,NA,20,0,NA,0,0,1,0,1,NA,NA,2006,Rana,Rana,Anura,Ranidae
Magnitude of the US trade in amphbians and presence of Batrachochytrium dendrobatidis and ranavirus infection in imported North American bullfrogs (Rana catesbieana),2009,Biological Conservation,142,1420-1426,03/01/2006,2006,USA,40,42,46.08,-74,0,21.6,40.7128,-74.006,amphibian,Rana catesbieana,0,0,0,1,introduced,production,routine,NA,40,3,NA,0,0,1,0,1,NA,NA,2006,Rana,Rana,Anura,Ranidae
Magnitude of the US trade in amphbians and presence of Batrachochytrium dendrobatidis and ranavirus infection in imported North American bullfrogs (Rana catesbieana),2009,Biological Conservation,142,1420-1426,04/01/2006,2006,USA,40,42,46.08,-74,0,21.6,40.7128,-74.006,amphibian,Rana catesbieana,0,0,0,1,introduced,production,routine,NA,40,5,NA,0,0,1,0,1,NA,NA,2006,Rana,Rana,Anura,Ranidae
Magnitude of the US trade in amphbians and presence of Batrachochytrium dendrobatidis and ranavirus infection in imported North American bullfrogs (Rana catesbieana),2009,Biological Conservation,142,1420-1426,05/01/2006,2006,USA,40,42,46.08,-74,0,21.6,40.7128,-74.006,amphibian,Rana catesbieana,0,0,0,1,introduced,production,routine,NA,20,0,NA,0,0,1,0,1,NA,NA,2006,Rana,Rana,Anura,Ranidae
Magnitude of the US trade in amphbians and presence of Batrachochytrium dendrobatidis and ranavirus infection in imported North American bullfrogs (Rana catesbieana),2009,Biological Conservation,142,1420-1426,06/01/2006,2006,USA,40,42,46.08,-74,0,21.6,40.7128,-74.006,amphibian,Rana catesbieana,0,0,0,1,introduced,production,routine,NA,80,3,NA,0,0,1,0,1,NA,NA,2006,Rana,Rana,Anura,Ranidae
Magnitude of the US trade in amphbians and presence of Batrachochytrium dendrobatidis and ranavirus infection in imported North American bullfrogs (Rana catesbieana),2009,Biological Conservation,142,1420-1426,06/01/2006,2006,USA,37,46,29.64,-122,25,9.84,37.7749,-122.4194,amphibian,Rana catesbieana,0,0,0,1,introduced,production,routine,NA,40,19,NA,0,0,1,0,1,NA,NA,2006,Rana,Rana,Anura,Ranidae
Magnitude of the US trade in amphbians and presence of Batrachochytrium dendrobatidis and ranavirus infection in imported North American bullfrogs (Rana catesbieana),2009,Biological Conservation,142,1420-1426,06/01/2006,2006,USA,34,3,7.92,-118,14,37.32,34.0522,-118.2437,amphibian,Rana catesbieana,0,0,0,1,introduced,production,routine,NA,20,0,NA,0,0,1,0,1,NA,NA,2006,Rana,Rana,Anura,Ranidae
Magnitude of the US trade in amphbians and presence of Batrachochytrium dendrobatidis and ranavirus infection in imported North American bullfrogs (Rana catesbieana),2009,Biological Conservation,142,1420-1426,07/01/2006,2006,USA,40,42,46.08,-74,0,21.6,40.7128,-74.006,amphibian,Rana catesbieana,0,0,0,1,introduced,production,routine,NA,56,3,NA,0,0,1,0,1,NA,NA,2006,Rana,Rana,Anura,Ranidae
Magnitude of the US trade in amphbians and presence of Batrachochytrium dendrobatidis and ranavirus infection in imported North American bullfrogs (Rana catesbieana),2009,Biological Conservation,142,1420-1426,08/01/2006,2006,USA,40,42,46.08,-74,0,21.6,40.7128,-74.006,amphibian,Rana catesbieana,0,0,0,1,introduced,production,routine,NA,20,0,NA,0,0,1,0,1,NA,NA,2006,Rana,Rana,Anura,Ranidae
Magnitude of the US trade in amphbians and presence of Batrachochytrium dendrobatidis and ranavirus infection in imported North American bullfrogs (Rana catesbieana),2009,Biological Conservation,142,1420-1426,10/01/2006,2006,USA,37,46,29.64,-122,25,9.84,37.7749,-122.4194,amphibian,Rana catesbieana,0,0,0,1,introduced,production,routine,NA,80,10,NA,0,0,1,0,1,NA,NA,2006,Rana,Rana,Anura,Ranidae
Magnitude of the US trade in amphbians and presence of Batrachochytrium dendrobatidis and ranavirus infection in imported North American bullfrogs (Rana catesbieana),2009,Biological Conservation,142,1420-1426,10/01/2006,2006,USA,34,3,7.92,-118,14,37.32,34.0522,-118.2437,amphibian,Rana catesbieana,0,0,0,1,introduced,production,routine,NA,20,1,NA,0,0,1,0,1,NA,NA,2006,Rana,Rana,Anura,Ranidae
Anthropogenic influence on prevalence of two amphibian pathogens,2005,Emerging Infectious Diseases,14,1175-1176,07/01/2005,2005,Canada,46,29,30.12,-80,59,34.8,46.4917,-80.993,amphibian,Rana calmitans,0,0,0,1,native,wild,routine,NA,11,8,NA,0,0,1,0,0,NA,NA,2005,Rana,Rana,Anura,Ranidae
Genetic evidence of Ranavirus in toe clips: an alternative method to lethal sampling,2007,Conservation Genetics,8,1247-1250,07/01/2005,2005,Canada,46,29,30.12,-80,59,34.8,46.4917,-80.993,amphibian,Rana calmitans,0,0,0,1,native,wild,routine,NA,67,43,NA,0,0,1,0,0,NA,NA,2005,Rana,Rana,Anura,Ranidae
Ranavirus epizootic in captive eastern box turtles (Terrapene carolina carolina) with concurrent herpesvirus and mycoplasma infection: management and monitoring,2016,Journal of Zoo and Wildlife Management,47,256-270,07/01/2011,2011,USA,39,17,25.44,-76,36,43.92,39.2904,-76.6122,reptile,Terrapene carolina carolina,0,0,0,1,native,zoological,mortality,NA,27,27,NA,0,0,0,1,0,NA,NA,2011,Terrapene,Terrapene,Testudines,Emydidae
Experimental evidence that amphibian ranaviruses are multi-host pathogens,2008,Copeia,2008,133-143,01/01/1998,1998,Canada,50,30,0,-104,49,0,50.5,-104.8166667,amphibian,Ambystoma tigrinum diaboli,0,0,1,0,native,wild,mortality,NA,1,1,NA,0,0,0,0,1,NA,NA,1998,Ambystoma,Ambystoma,Urodela,Ambystomatidae
Experimental evidence that amphibian ranaviruses are multi-host pathogens,2008,Copeia,2008,133-143,01/01/2001,2001,Canada,50,30,0,-104,49,0,50.5,-104.8166667,amphibian,Ambystoma tigrinum diaboli,0,0,1,0,native,wild,mortality,NA,1,1,NA,0,0,0,0,1,NA,NA,2001,Ambystoma,Ambystoma,Urodela,Ambystomatidae
Experimental evidence that amphibian ranaviruses are multi-host pathogens,2008,Copeia,2008,133-143,01/01/1998,1998,Canada,50,30,0,-104,49,0,50.5,-104.8166667,amphibian,Rana sylvatica,0,0,1,0,native,wild,mortality,NA,1,1,NA,0,0,0,0,1,NA,NA,1998,Rana,Rana,Anura,Ranidae
Experimental evidence that amphibian ranaviruses are multi-host pathogens,2008,Copeia,2008,133-143,01/01/2000,2000,Canada,50,7,0,-106,38,0,50.11666667,-106.6333333,amphibian,Rana sylvatica,0,0,1,0,native,wild,mortality,NA,1,1,NA,0,0,0,0,1,NA,NA,2000,Rana,Rana,Anura,Ranidae
"An Initial Comparison of Pesticides and Amphibian Pathogens Between Natural and Created Wetlands in the New Jersey Pinelands, 2014-2016",2018,"U.S., Geological Survey Open-File Report",1077,https://doi.org/10.3133/ofr20181077.,01/01/2015,2015,USA,39,43,4.076112,74,49,5.752092,39.71779892,74.81826447,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,routine,NA,NA,1,NA,0,0,0,1,0,NA,NA,2015,Lithobates,Rana,Anura,Ranidae
"An Initial Comparison of Pesticides and Amphibian Pathogens Between Natural and Created Wetlands in the New Jersey Pinelands, 2014-2016",2018,"U.S., Geological Survey Open-File Report",1077,https://doi.org/10.3133/ofr20181077.,01/01/2015,2015,USA,39,43,4.076112,74,49,5.752092,39.71779892,74.81826447,amphibian,Lithobates catesbieanus,0,1,0,0,native,wild,routine,NA,NA,1,NA,0,0,0,1,0,NA,NA,2015,Lithobates,Rana,Anura,Ranidae
"An Initial Comparison of Pesticides and Amphibian Pathogens Between Natural and Created Wetlands in the New Jersey Pinelands, 2014-2016",2018,"U.S., Geological Survey Open-File Report",1077,https://doi.org/10.3133/ofr20181077.,01/01/2015,2015,USA,39,43,4.076112,74,49,5.752092,39.71779892,74.81826447,amphibian,Lithobates sphenocephalus,0,1,0,0,native,wild,routine,NA,NA,1,NA,0,0,0,1,0,NA,NA,2015,Lithobates,Rana,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/01/2016,2016,Netherlands,52,46,53.4,6,22,22.8,52.7815,6.373,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,7,1,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/01/2016,2016,Netherlands,52,46,53.4,6,22,22.8,52.7815,6.373,amphibian,Rana temporaria,0,0,1,1,native,wild,routine,NA,3,0,NA,0,0,1,1,1,NA,CMTV,2016,Rana,Rana,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/01/2016,2016,Netherlands,52,46,53.4,6,22,22.8,52.7815,6.373,amphibian,Bufo bufo,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,1,1,1,NA,CMTV,2016,Bufo,Bufo,Anura,Bufonidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/15/2016,2016,Netherlands,52,46,53.4,6,22,22.8,52.7815,6.373,amphibian,Bufo bufo,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,1,1,1,NA,CMTV,2016,Bufo,Bufo,Anura,Bufonidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,07/28/2016,2016,Netherlands,52,46,53.4,6,22,22.8,52.7815,6.373,amphibian,Rana temporaria,0,0,1,1,native,wild,routine,NA,7,0,NA,0,0,1,1,1,NA,CMTV,2016,Rana,Rana,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,08/10/2016,2016,Netherlands,52,46,53.4,6,22,22.8,52.7815,6.373,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,3,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,08/10/2016,2016,Netherlands,52,46,53.4,6,22,22.8,52.7815,6.373,amphibian,Rana temporaria,0,0,1,1,native,wild,routine,NA,6,0,NA,0,0,1,1,1,NA,CMTV,2016,Rana,Rana,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,08/24/2016,2016,Netherlands,52,46,53.4,6,22,22.8,52.7815,6.373,amphibian,Rana temporaria,0,0,1,1,native,wild,routine,NA,7,0,NA,0,0,1,1,1,NA,CMTV,2016,Rana,Rana,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/01/2016,2016,Netherlands,52,46,54.84,6,22,26.04,52.7819,6.3739,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,9,1,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/15/2016,2016,Netherlands,52,46,54.84,6,22,26.04,52.7819,6.3739,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,4,1,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/29/2016,2016,Netherlands,52,46,54.84,6,22,26.04,52.7819,6.3739,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,3,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,07/13/2016,2016,Netherlands,52,46,54.84,6,22,26.04,52.7819,6.3739,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,3,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/29/2016,2016,Netherlands,52,46,54.84,6,22,26.04,52.7819,6.3739,amphibian,Triturus cristatus,0,0,1,1,native,wild,routine,NA,3,0,NA,0,0,1,1,1,NA,CMTV,2016,Triturus,Triturus,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,07/28/2016,2016,Netherlands,52,46,54.84,6,22,26.04,52.7819,6.3739,amphibian,Triturus cristatus,0,0,1,1,native,wild,routine,NA,8,1,NA,0,0,1,1,1,NA,CMTV,2016,Triturus,Triturus,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,08/10/2016,2016,Netherlands,52,46,54.84,6,22,26.04,52.7819,6.3739,amphibian,Triturus cristatus,0,0,1,1,native,wild,routine,NA,6,0,NA,0,0,1,1,1,NA,CMTV,2016,Triturus,Triturus,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,08/24/2016,2016,Netherlands,52,46,54.84,6,22,26.04,52.7819,6.3739,amphibian,Triturus cristatus,0,0,1,1,native,wild,routine,NA,2,0,NA,0,0,1,1,1,NA,CMTV,2016,Triturus,Triturus,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/01/2016,2016,Netherlands,52,46,54.84,6,22,26.04,52.7819,6.3739,amphibian,Rana temporaria,0,0,1,1,native,wild,routine,NA,2,0,NA,0,0,1,1,1,NA,CMTV,2016,Rana,Rana,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,08/10/2016,2016,Netherlands,52,46,54.84,6,22,26.04,52.7819,6.3739,amphibian,Rana temporaria,0,0,1,1,native,wild,routine,NA,2,0,NA,0,0,1,1,1,NA,CMTV,2016,Rana,Rana,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,08/24/2016,2016,Netherlands,52,46,54.84,6,22,26.04,52.7819,6.3739,amphibian,Rana temporaria,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,1,1,1,NA,CMTV,2016,Rana,Rana,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/01/2016,2016,Netherlands,52,46,54.84,6,22,26.04,52.7819,6.3739,amphibian,Lissotriton vulgaris,0,0,1,1,native,wild,routine,NA,8,0,NA,0,0,1,1,1,NA,CMTV,2016,Lissotriton,Lissotriton,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/15/2016,2016,Netherlands,52,46,54.84,6,22,26.04,52.7819,6.3739,amphibian,Lissotriton vulgaris,0,0,1,1,native,wild,routine,NA,5,0,NA,0,0,1,1,1,NA,CMTV,2016,Lissotriton,Lissotriton,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/01/2016,2016,Netherlands,52,47,23.64,6,22,12.36,52.7899,6.3701,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,7,1,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
